provider_id,provider_name,provider_city,provider_state,provider_zip_code,ms_drg_definition,total_discharges,average_covered_charges,average_total_payments,average_medicare_payments
330240,Plainview General Hospital 240,Plainview,NY,11803,177 - Respiratory Infections & Inflammations w MCC,25,81427.7,22724.29,17333.91
330069,Jamaica General Hospital 69,Jamaica,NY,11432,871 - Septicemia or Severe Sepsis w MCC,45,142421.06,42423.38,34260.35
330234,Great Neck General Hospital 234,Great Neck,NY,11021,195 - Simple Pneumonia & Pleurisy w CC,49,28291.68,6421.35,6044.98
330050,Ithaca General Hospital 50,Ithaca,NY,14850,"280 - Acute Myocardial Infarction, Discharged Alive w MCC",53,33281.14,8912.73,7621.78
330209,Syracuse General Hospital 209,Syracuse,NY,13210,195 - Simple Pneumonia & Pleurisy w CC,63,33786.24,8813.74,7672.79
330258,Garden City General Hospital 258,Garden City,NY,11530,552 - Medical Back Problems w MCC,47,53422.28,13363.91,11328.22
330230,Flushing General Hospital 230,Flushing,NY,11354,690 - Kidney & Urinary Tract Infections w/o MCC,54,42141.2,17177.32,15199.42
330097,Riverhead General Hospital 97,Riverhead,NY,11901,641 - Nutritional & Misc Metabolic Disorders w/o MCC,79,46944.47,15665.64,13874.61
330021,Mount Kisco General Hospital 21,Mount Kisco,NY,10549,603 - Cellulitis w/o MCC,89,33688.76,7488.24,6468.57
330114,Great Neck General Hospital 114,Great Neck,NY,11021,"280 - Acute Myocardial Infarction, Discharged Alive w MCC",81,48960.39,17040.35,13861.29
330198,Huntington General Hospital 198,Huntington,NY,11743,439 - Disorders of Pancreas Except Malignancy w MCC,76,99813.87,32818.25,30717.01
330205,Staten Island General Hospital 205,Staten Island,NY,10314,552 - Medical Back Problems w MCC,55,59279.45,14000.6,11639.37
330096,Newburgh General Hospital 96,Newburgh,NY,12550,391 - G.I. Obstruction w/o CC/MCC,66,43147.72,7324.73,5774.19
330039,Bay Shore General Hospital 39,Bay Shore,NY,11706,684 - Renal Failure w/o CC/MCC,56,75043.96,30638.9,23698.76
330260,New Hyde Park General Hospital 260,New Hyde Park,NY,11040,641 - Nutritional & Misc Metabolic Disorders w/o MCC,51,43792.8,16941.09,12889.46
330153,Stony Brook General Hospital 153,Stony Brook,NY,11790,194 - Simple Pneumonia & Pleurisy w MCC,38,34340.49,6621.13,5349.05
330273,Stony Brook General Hospital 273,Stony Brook,NY,11790,554 - Medical Back Problems w/o CC/MCC,33,89836.56,29346.46,28759.53
330141,Mount Kisco General Hospital 141,Mount Kisco,NY,10549,638 - Diabetes w CC,88,65316.66,11525.45,9479.33
330005,Staten Island General Hospital 5,Staten Island,NY,10314,329 - Major Small & Large Bowel Procedures w MCC,42,80699.1,16550.91,12805.83
330020,New Hyde Park General Hospital 20,New Hyde Park,NY,11040,390 - G.I. Obstruction w CC,34,96840.62,28617.28,26091.45
330038,Huntington General Hospital 38,Huntington,NY,11743,194 - Simple Pneumonia & Pleurisy w MCC,27,30494.18,13485.58,10513.83
330243,Brooklyn General Hospital 243,Brooklyn,NY,11201,178 - Respiratory Infections & Inflammations w CC,69,83986.32,29277.65,23932.02
330101,Mount Kisco General Hospital 101,Mount Kisco,NY,10549,872 - Septicemia or Severe Sepsis w/o MCC,52,80399.65,26327.46,22309.5
330185,Watertown General Hospital 185,Watertown,NY,13601,"393 - Esophagitis, Gastroenteritis & Misc Digest Disorders w CC",38,79858.21,30937.98,26803.81
330042,Bronx General Hospital 42,Bronx,NY,10451,684 - Renal Failure w/o CC/MCC,96,66635.27,20029.61,17188.75
330014,Poughkeepsie General Hospital 14,Poughkeepsie,NY,12601,377 - Gastrointestinal Hemorrhage w MCC,36,38794.55,9867.18,7546.48
330022,Troy General Hospital 22,Troy,NY,12180,"407 - Pancreas, Liver & Shunt Procedures w/o CC/MCC",79,27366.64,7081.54,5941.82
330142,Troy General Hospital 142,Troy,NY,12180,683 - Renal Failure w CC,64,57732.51,20490.69,17655.79
330289,Syracuse General Hospital 289,Syracuse,NY,13210,377 - Gastrointestinal Hemorrhage w MCC,114,31201.48,9356.34,8023.87
330099,Hicksville General Hospital 99,Hicksville,NY,11801,250 - Perc Cardiovasc Proc w Non-Drug-Eluting Stent w/o MCC,84,32336.99,7207.12,5974.58
330152,Forest Hills General Hospital 152,Forest Hills,NY,11375,871 - Septicemia or Severe Sepsis w MCC,62,129011.9,29317.25,25664.23
330035,Mineola General Hospital 35,Mineola,NY,11501,179 - Respiratory Infections & Inflammations w/o CC/MCC,8,19157.66,6249.85,5191.91
330231,Bayside General Hospital 231,Bayside,NY,11361,291 - Heart Failure & Shock w MCC,82,93910.21,29475.1,24509.93
330051,White Plains General Hospital 51,White Plains,NY,10601,440 - Disorders of Pancreas Except Malignancy w CC,53,113303.46,27923.1,24277.24
330146,Elmira General Hospital 146,Elmira,NY,14901,293 - Heart Failure & Shock w/o CC/MCC,88,46987.25,19831.01,16762.4
330147,Auburn General Hospital 147,Auburn,NY,13021,248 - Perc Cardiovasc Proc w Drug-Eluting Stent w/o MCC,58,90183.27,31999.37,25718.27
330068,Melville General Hospital 68,Melville,NY,11747,194 - Simple Pneumonia & Pleurisy w MCC,62,37824.38,9569.98,8225.84
330020,New Hyde Park General Hospital 20,New Hyde Park,NY,11040,690 - Kidney & Urinary Tract Infections w/o MCC,66,36080.34,9943.07,8648.38
330201,New York General Hospital 201,New York,NY,10001,689 - Kidney & Urinary Tract Infections w MCC,60,86283.62,23508.23,20814.35
330236,Patchogue General Hospital 236,Patchogue,NY,11772,640 - Nutritional & Misc Metabolic Disorders w MCC,65,117072.27,30406.3,25247.47
330288,Rochester General Hospital 288,Rochester,NY,14607,"282 - Acute Myocardial Infarction, Discharged Alive w/o CC/MCC",66,75202.74,33022.9,28409.17
330164,Queens General Hospital 164,Queens,NY,11355,"394 - Esophagitis, Gastroenteritis & Misc Digest Disorders w/o CC/MCC",53,21256.25,5963.73,4921.47
330051,White Plains General Hospital 51,White Plains,NY,10601,690 - Kidney & Urinary Tract Infections w/o MCC,59,33906.82,6667.7,5514.06
330202,Bronx General Hospital 202,Bronx,NY,10451,377 - Gastrointestinal Hemorrhage w MCC,43,30022.5,11720.03,9872.58
330058,Garden City General Hospital 58,Garden City,NY,11530,"280 - Acute Myocardial Infarction, Discharged Alive w MCC",86,46304.94,14250.99,11519.69
330049,Syracuse General Hospital 49,Syracuse,NY,13210,872 - Septicemia or Severe Sepsis w/o MCC,30,89719.49,19976.17,17933.99
330099,Hicksville General Hospital 99,Hicksville,NY,11801,552 - Medical Back Problems w MCC,49,39953.01,9730.63,8699.41
330042,Bronx General Hospital 42,Bronx,NY,10451,"392 - Esophagitis, Gastroenteritis & Misc Digest Disorders w MCC",19,73646.38,22918.57,19966.09
330218,Garden City General Hospital 218,Garden City,NY,11530,682 - Renal Failure w MCC,107,93844.11,26643.4,24126.62
330176,Newburgh General Hospital 176,Newburgh,NY,12550,250 - Perc Cardiovasc Proc w Non-Drug-Eluting Stent w/o MCC,57,34204.29,12469.39,10722.4
330124,Queens General Hospital 124,Queens,NY,11355,690 - Kidney & Urinary Tract Infections w/o MCC,96,36332.7,15069.31,12368.39
330077,Smithtown General Hospital 77,Smithtown,NY,11787,"280 - Acute Myocardial Infarction, Discharged Alive w MCC",52,45170.37,12174.42,9759.23
330028,Melville General Hospital 28,Melville,NY,11747,389 - G.I. Obstruction w MCC,33,79295.63,14676.2,12331.1
330243,Brooklyn General Hospital 243,Brooklyn,NY,11201,872 - Septicemia or Severe Sepsis w/o MCC,69,98403.56,32141.85,27189.9
330049,Syracuse General Hospital 49,Syracuse,NY,13210,389 - G.I. Obstruction w MCC,19,90240.84,22210.17,19655.13
330245,Staten Island General Hospital 245,Staten Island,NY,10314,293 - Heart Failure & Shock w/o CC/MCC,67,38442.87,8117.39,6580.65
330155,Mineola General Hospital 155,Mineola,NY,11501,390 - G.I. Obstruction w CC,51,60945.17,11065.68,7809.19
330248,Rochester General Hospital 248,Rochester,NY,14607,441 - Disorders of Pancreas Except Malignancy w/o CC/MCC,33,100325.84,16854.7,13114.65
330250,Ithaca General Hospital 250,Ithaca,NY,14850,"393 - Esophagitis, Gastroenteritis & Misc Digest Disorders w CC",41,84475.94,34437.46,25897.71
330286,Albany General Hospital 286,Albany,NY,12208,"282 - Acute Myocardial Infarction, Discharged Alive w/o CC/MCC",90,69668.04,19775.39,15579.37
330009,Syracuse General Hospital 9,Syracuse,NY,13210,"407 - Pancreas, Liver & Shunt Procedures w/o CC/MCC",69,30294.62,9091.37,7449.27
330246,Albany General Hospital 246,Albany,NY,12208,178 - Respiratory Infections & Inflammations w CC,69,60562.02,14617.58,12150.12
330183,Schenectady General Hospital 183,Schenectady,NY,12305,248 - Perc Cardiovasc Proc w Drug-Eluting Stent w/o MCC,63,104576.53,39018.44,29662.57
330116,Patchogue General Hospital 116,Patchogue,NY,11772,"280 - Acute Myocardial Infarction, Discharged Alive w MCC",75,42233.36,9814.84,8996.6
330247,Buffalo General Hospital 247,Buffalo,NY,14215,552 - Medical Back Problems w MCC,90,45525.91,13729.82,11747.89
330072,Forest Hills General Hospital 72,Forest Hills,NY,11375,441 - Disorders of Pancreas Except Malignancy w/o CC/MCC,59,112246.01,30184.93,28476.51
330142,Troy General Hospital 142,Troy,NY,12180,377 - Gastrointestinal Hemorrhage w MCC,101,37921.07,11998.23,10582.55
330165,Staten Island General Hospital 165,Staten Island,NY,10314,390 - G.I. Obstruction w CC,76,75963.01,28918.41,25927.02
330121,New York General Hospital 121,New York,NY,10001,602 - Cellulitis w MCC,15,45406.27,10936.71,9480.7
330259,Hicksville General Hospital 259,Hicksville,NY,11801,390 - G.I. Obstruction w CC,85,100901.08,28889.27,24749.62
330141,Mount Kisco General Hospital 141,Mount Kisco,NY,10549,"280 - Acute Myocardial Infarction, Discharged Alive w MCC",113,43602.36,12990.53,10260.8
330183,Schenectady General Hospital 183,Schenectady,NY,12305,"407 - Pancreas, Liver & Shunt Procedures w/o CC/MCC",95,22869.39,3124.64,2493.23
330121,New York General Hospital 121,New York,NY,10001,247 - Perc Cardiovasc Proc w Drug-Eluting Stent w MCC or 4+ Vessels/Stents,104,95373.08,24908.9,23456.71
330114,Great Neck General Hospital 114,Great Neck,NY,11021,871 - Septicemia or Severe Sepsis w MCC,97,98135.93,27563.28,24228.09
330048,Rochester General Hospital 48,Rochester,NY,14607,"281 - Acute Myocardial Infarction, Discharged Alive w CC",71,50771.86,13353.97,10550.17
330001,New York General Hospital 1,New York,NY,10001,378 - Gastrointestinal Hemorrhage w CC,61,49950.11,12225.62,9443.89
330040,Plainview General Hospital 40,Plainview,NY,11803,554 - Medical Back Problems w/o CC/MCC,107,99451.88,33402.54,26013.62
330032,Forest Hills General Hospital 32,Forest Hills,NY,11375,638 - Diabetes w CC,105,61703.04,18735.74,15414.74
330172,Yonkers General Hospital 172,Yonkers,NY,10701,291 - Heart Failure & Shock w MCC,78,91922.68,19720.36,16906.1
330168,Rochester General Hospital 168,Rochester,NY,14607,378 - Gastrointestinal Hemorrhage w CC,78,57197.33,12767.94,10367.51
330211,White Plains General Hospital 211,White Plains,NY,10601,"280 - Acute Myocardial Infarction, Discharged Alive w MCC",80,31386.91,10915.14,9181.97
330027,Auburn General Hospital 27,Auburn,NY,13021,389 - G.I. Obstruction w MCC,71,62012.64,10109.18,9621.86
330034,Great Neck General Hospital 34,Great Neck,NY,11021,177 - Respiratory Infections & Inflammations w MCC,27,97494.45,24160.09,20017.07
330206,Albany General Hospital 206,Albany,NY,12208,470 - Major Joint Replacement w/o MCC,62,62649.64,17399.7,15829.46
330073,Stony Brook General Hospital 73,Stony Brook,NY,11790,179 - Respiratory Infections & Inflammations w/o CC/MCC,36,20669.18,3000.0,2836.83
330203,Brooklyn General Hospital 203,Brooklyn,NY,11201,249 - Perc Cardiovasc Proc w Non-Drug-Eluting Stent w MCC,50,39324.86,10283.48,8576.33
330167,Buffalo General Hospital 167,Buffalo,NY,14215,331 - Major Small & Large Bowel Procedures w/o CC/MCC,38,89548.99,20115.31,19043.47
330081,New York General Hospital 81,New York,NY,10001,379 - Gastrointestinal Hemorrhage w/o CC/MCC,60,39924.87,7069.63,6490.47
330079,Bay Shore General Hospital 79,Bay Shore,NY,11706,391 - G.I. Obstruction w/o CC/MCC,63,32463.31,9138.83,8146.93
330187,Auburn General Hospital 187,Auburn,NY,13021,195 - Simple Pneumonia & Pleurisy w CC,62,17545.71,6102.19,5410.11
330229,Jamaica General Hospital 229,Jamaica,NY,11432,250 - Perc Cardiovasc Proc w Non-Drug-Eluting Stent w/o MCC,80,40868.25,8256.5,7439.35
330163,Brooklyn General Hospital 163,Brooklyn,NY,11201,871 - Septicemia or Severe Sepsis w MCC,58,96850.96,22225.35,17587.21
330127,Buffalo General Hospital 127,Buffalo,NY,14215,"392 - Esophagitis, Gastroenteritis & Misc Digest Disorders w MCC",80,84359.44,26241.71,21232.83
330088,Rochester General Hospital 88,Rochester,NY,14607,440 - Disorders of Pancreas Except Malignancy w CC,55,84537.73,18338.16,15462.65
330069,Jamaica General Hospital 69,Jamaica,NY,11432,469 - Major Joint Replacement w MCC,64,81325.25,17547.29,16161.3
330135,Middletown General Hospital 135,Middletown,NY,10940,441 - Disorders of Pancreas Except Malignancy w/o CC/MCC,62,121218.89,34145.34,30427.53
330208,Rochester General Hospital 208,Rochester,NY,14607,178 - Respiratory Infections & Inflammations w CC,53,88006.24,3000.0,2275.92
330184,Utica General Hospital 184,Utica,NY,13501,641 - Nutritional & Misc Metabolic Disorders w/o MCC,61,44052.09,7830.36,6318.56
330274,Great Neck General Hospital 274,Great Neck,NY,11021,689 - Kidney & Urinary Tract Infections w MCC,65,79539.99,21432.42,18689.35
330285,Staten Island General Hospital 285,Staten Island,NY,10314,683 - Renal Failure w CC,58,55795.26,21530.48,17282.84
330170,Ithaca General Hospital 170,Ithaca,NY,14850,469 - Major Joint Replacement w MCC,75,80369.93,27240.06,24195.33
330192,Forest Hills General Hospital 192,Forest Hills,NY,11375,330 - Major Small & Large Bowel Procedures w CC,103,58749.29,22063.88,18923.65
330013,New Rochelle General Hospital 13,New Rochelle,NY,10801,378 - Gastrointestinal Hemorrhage w CC,77,52239.4,11478.24,10561.92
330123,Brooklyn General Hospital 123,Brooklyn,NY,11201,553 - Medical Back Problems w CC,69,35862.31,14268.88,11997.57
330145,Watertown General Hospital 145,Watertown,NY,13601,602 - Cellulitis w MCC,67,43256.95,17678.31,15015.95
330281,New York General Hospital 281,New York,NY,10001,247 - Perc Cardiovasc Proc w Drug-Eluting Stent w MCC or 4+ Vessels/Stents,34,98238.45,30480.67,26165.2
330272,Forest Hills General Hospital 272,Forest Hills,NY,11375,329 - Major Small & Large Bowel Procedures w MCC,80,59186.26,22468.72,20457.01
330138,Garden City General Hospital 138,Garden City,NY,11530,638 - Diabetes w CC,30,59365.34,21325.88,18417.39
330225,Watertown General Hospital 225,Watertown,NY,13601,248 - Perc Cardiovasc Proc w Drug-Eluting Stent w/o MCC,69,102110.64,25051.26,21141.72
330231,Bayside General Hospital 231,Bayside,NY,11361,248 - Perc Cardiovasc Proc w Drug-Eluting Stent w/o MCC,56,94371.15,20920.54,16938.31
330149,Jamaica General Hospital 149,Jamaica,NY,11432,469 - Major Joint Replacement w MCC,1,106074.0,30481.57,27949.11
330216,Newburgh General Hospital 216,Newburgh,NY,12550,291 - Heart Failure & Shock w MCC,51,103094.82,30342.24,25309.06
330273,Stony Brook General Hospital 273,Stony Brook,NY,11790,469 - Major Joint Replacement w MCC,83,64423.49,22950.16,18027.62
330094,Poughkeepsie General Hospital 94,Poughkeepsie,NY,12601,602 - Cellulitis w MCC,69,57617.08,22824.95,20369.94
330207,Buffalo General Hospital 207,Buffalo,NY,14215,389 - G.I. Obstruction w MCC,34,53462.83,15678.04,12161.38
330266,Elmira General Hospital 266,Elmira,NY,14901,872 - Septicemia or Severe Sepsis w/o MCC,66,99973.48,26167.34,23883.02
330103,Schenectady General Hospital 103,Schenectady,NY,12305,553 - Medical Back Problems w CC,33,26943.3,7896.08,6801.46
330247,Buffalo General Hospital 247,Buffalo,NY,14215,"394 - Esophagitis, Gastroenteritis & Misc Digest Disorders w/o CC/MCC",72,27900.21,9991.76,8190.8
330136,Newburgh General Hospital 136,Newburgh,NY,12550,247 - Perc Cardiovasc Proc w Drug-Eluting Stent w MCC or 4+ Vessels/Stents,1,113986.46,29016.61,25905.24
330042,Bronx General Hospital 42,Bronx,NY,10451,"393 - Esophagitis, Gastroenteritis & Misc Digest Disorders w CC",80,65879.9,18919.25,14485.26
330014,Poughkeepsie General Hospital 14,Poughkeepsie,NY,12601,178 - Respiratory Infections & Inflammations w CC,33,102719.13,24089.32,19026.71
330231,Bayside General Hospital 231,Bayside,NY,11361,470 - Major Joint Replacement w/o MCC,56,46631.22,11723.58,10671.2
330220,New Hyde Park General Hospital 220,New Hyde Park,NY,11040,684 - Renal Failure w/o CC/MCC,110,69827.4,17260.17,14038.49
330048,Rochester General Hospital 48,Rochester,NY,14607,"282 - Acute Myocardial Infarction, Discharged Alive w/o CC/MCC",51,78394.66,15944.33,13440.85
330213,New Rochelle General Hospital 213,New Rochelle,NY,10801,194 - Simple Pneumonia & Pleurisy w MCC,27,30132.16,5627.7,4743.75
330229,Jamaica General Hospital 229,Jamaica,NY,11432,439 - Disorders of Pancreas Except Malignancy w MCC,13,126573.4,37463.65,32186.92
330138,Garden City General Hospital 138,Garden City,NY,11530,293 - Heart Failure & Shock w/o CC/MCC,21,55316.17,16039.78,13705.34
330121,New York General Hospital 121,New York,NY,10001,"392 - Esophagitis, Gastroenteritis & Misc Digest Disorders w MCC",57,97185.43,31281.25,28077.37
330096,Newburgh General Hospital 96,Newburgh,NY,12550,469 - Major Joint Replacement w MCC,37,130170.32,33508.11,28954.99
330115,Mineola General Hospital 115,Mineola,NY,11501,329 - Major Small & Large Bowel Procedures w MCC,72,71222.13,21378.01,19349.15
330089,Syracuse General Hospital 89,Syracuse,NY,13210,196 - Simple Pneumonia & Pleurisy w/o CC/MCC,9,118743.95,18661.69,16705.16
330112,Forest Hills General Hospital 112,Forest Hills,NY,11375,248 - Perc Cardiovasc Proc w Drug-Eluting Stent w/o MCC,71,107152.56,26885.82,22482.0
330201,New York General Hospital 201,New York,NY,10001,378 - Gastrointestinal Hemorrhage w CC,89,49186.07,11824.63,10918.1
330146,Elmira General Hospital 146,Elmira,NY,14901,"394 - Esophagitis, Gastroenteritis & Misc Digest Disorders w/o CC/MCC",81,21079.5,8666.6,7836.0
330247,Buffalo General Hospital 247,Buffalo,NY,14215,179 - Respiratory Infections & Inflammations w/o CC/MCC,63,22431.9,6981.55,6219.15
330203,Brooklyn General Hospital 203,Brooklyn,NY,11201,177 - Respiratory Infections & Inflammations w MCC,58,103675.98,19271.96,16725.0
330011,White Plains General Hospital 11,White Plains,NY,10601,469 - Major Joint Replacement w MCC,87,115459.21,36750.47,29068.13
330168,Rochester General Hospital 168,Rochester,NY,14607,"405 - Pancreas, Liver & Shunt Procedures w MCC",91,84742.98,18552.21,16889.89
330261,Mount Kisco General Hospital 261,Mount Kisco,NY,10549,"393 - Esophagitis, Gastroenteritis & Misc Digest Disorders w CC",39,69211.51,23995.22,21110.82
330259,Hicksville General Hospital 259,Hicksville,NY,11801,"281 - Acute Myocardial Infarction, Discharged Alive w CC",22,44997.12,14591.55,11914.7
330077,Smithtown General Hospital 77,Smithtown,NY,11787,"406 - Pancreas, Liver & Shunt Procedures w CC",61,38675.51,18270.88,15591.08
330277,Smithtown General Hospital 277,Smithtown,NY,11787,329 - Major Small & Large Bowel Procedures w MCC,33,71850.91,21844.94,16965.11
330251,White Plains General Hospital 251,White Plains,NY,10601,292 - Heart Failure & Shock w CC,85,63425.64,17931.5,14997.5
330016,Newburgh General Hospital 16,Newburgh,NY,12550,470 - Major Joint Replacement w/o MCC,42,52227.1,16290.33,13472.84
330205,Staten Island General Hospital 205,Staten Island,NY,10314,194 - Simple Pneumonia & Pleurisy w MCC,64,37591.93,14438.23,12500.1
330238,Huntington General Hospital 238,Huntington,NY,11743,177 - Respiratory Infections & Inflammations w MCC,72,80106.15,16227.77,12687.26
330108,Melville General Hospital 108,Melville,NY,11747,640 - Nutritional & Misc Metabolic Disorders w MCC,57,102445.1,25393.75,18477.13
330115,Mineola General Hospital 115,Mineola,NY,11501,871 - Septicemia or Severe Sepsis w MCC,67,122845.38,15547.44,14726.57
330171,White Plains General Hospital 171,White Plains,NY,10601,292 - Heart Failure & Shock w CC,52,72023.07,14862.64,12833.35
330073,Stony Brook General Hospital 73,Stony Brook,NY,11790,292 - Heart Failure & Shock w CC,18,77296.13,24624.91,19749.51
330043,Brooklyn General Hospital 43,Brooklyn,NY,11201,248 - Perc Cardiovasc Proc w Drug-Eluting Stent w/o MCC,68,116928.36,21557.63,17158.35
330165,Staten Island General Hospital 165,Staten Island,NY,10314,439 - Disorders of Pancreas Except Malignancy w MCC,70,114222.23,28246.02,21822.55
330286,Albany General Hospital 286,Albany,NY,12208,441 - Disorders of Pancreas Except Malignancy w/o CC/MCC,70,113588.25,29726.13,25877.76
330083,Brooklyn General Hospital 83,Brooklyn,NY,11201,377 - Gastrointestinal Hemorrhage w MCC,70,24531.45,6325.0,5541.01
330165,Staten Island General Hospital 165,Staten Island,NY,10314,638 - Diabetes w CC,63,64494.63,13654.16,10879.75
330201,New York General Hospital 201,New York,NY,10001,177 - Respiratory Infections & Inflammations w MCC,16,96837.49,20978.56,19334.86
330190,Flushing General Hospital 190,Flushing,NY,11354,293 - Heart Failure & Shock w/o CC/MCC,81,37746.65,12847.4,11104.74
330189,Jamaica General Hospital 189,Jamaica,NY,11432,"394 - Esophagitis, Gastroenteritis & Misc Digest Disorders w/o CC/MCC",62,21787.07,8800.14,8022.46
330135,Middletown General Hospital 135,Middletown,NY,10940,247 - Perc Cardiovasc Proc w Drug-Eluting Stent w MCC or 4+ Vessels/Stents,78,139960.73,44730.29,35876.37
330036,Patchogue General Hospital 36,Patchogue,NY,11772,196 - Simple Pneumonia & Pleurisy w/o CC/MCC,63,92217.06,34983.64,28134.76
330228,Melville General Hospital 228,Melville,NY,11747,331 - Major Small & Large Bowel Procedures w/o CC/MCC,57,100219.58,24420.03,19762.45
330177,Riverhead General Hospital 177,Riverhead,NY,11901,291 - Heart Failure & Shock w MCC,50,76971.0,27037.24,22344.33
330274,Great Neck General Hospital 274,Great Neck,NY,11021,"406 - Pancreas, Liver & Shunt Procedures w CC",23,33818.99,10111.68,8121.84
330288,Rochester General Hospital 288,Rochester,NY,14607,391 - G.I. Obstruction w/o CC/MCC,90,39730.9,13497.94,11607.3
330046,Albany General Hospital 46,Albany,NY,12208,552 - Medical Back Problems w MCC,78,61123.51,16576.56,14646.44
330165,Staten Island General Hospital 165,Staten Island,NY,10314,379 - Gastrointestinal Hemorrhage w/o CC/MCC,51,51210.72,12853.67,11134.11
330074,Great Neck General Hospital 74,Great Neck,NY,11021,640 - Nutritional & Misc Metabolic Disorders w MCC,42,138414.99,37590.88,30219.26
330274,Great Neck General Hospital 274,Great Neck,NY,11021,378 - Gastrointestinal Hemorrhage w CC,113,47416.9,13557.36,11855.96
330024,Utica General Hospital 24,Utica,NY,13501,871 - Septicemia or Severe Sepsis w MCC,48,156907.14,30374.74,24251.24
330145,Watertown General Hospital 145,Watertown,NY,13601,"281 - Acute Myocardial Infarction, Discharged Alive w CC",102,50255.19,11751.84,9664.74
330221,Mount Kisco General Hospital 221,Mount Kisco,NY,10549,640 - Nutritional & Misc Metabolic Disorders w MCC,39,115804.08,50644.47,44331.52
330126,Albany General Hospital 126,Albany,NY,12208,247 - Perc Cardiovasc Proc w Drug-Eluting Stent w MCC or 4+ Vessels/Stents,28,95550.55,30607.39,27183.74
330229,Jamaica General Hospital 229,Jamaica,NY,11432,"405 - Pancreas, Liver & Shunt Procedures w MCC",71,89423.87,32040.96,25987.58
330265,Watertown General Hospital 265,Watertown,NY,13601,"406 - Pancreas, Liver & Shunt Procedures w CC",68,35977.41,11798.63,10046.92
330105,Watertown General Hospital 105,Watertown,NY,13601,"406 - Pancreas, Liver & Shunt Procedures w CC",60,34502.65,8732.77,7766.73
330207,Buffalo General Hospital 207,Buffalo,NY,14215,684 - Renal Failure w/o CC/MCC,48,88575.58,34255.8,29021.78
330224,Utica General Hospital 224,Utica,NY,13501,330 - Major Small & Large Bowel Procedures w CC,93,51990.44,15334.67,13041.81
330197,Smithtown General Hospital 197,Smithtown,NY,11787,553 - Medical Back Problems w CC,84,29388.6,8125.3,7029.24
330268,Melville General Hospital 268,Melville,NY,11747,329 - Major Small & Large Bowel Procedures w MCC,38,60691.68,15698.73,13356.31
330173,New Rochelle General Hospital 173,New Rochelle,NY,10801,331 - Major Small & Large Bowel Procedures w/o CC/MCC,94,70680.55,17871.98,13966.84
330206,Albany General Hospital 206,Albany,NY,12208,377 - Gastrointestinal Hemorrhage w MCC,95,34739.8,9346.81,8486.18
330227,Auburn General Hospital 227,Auburn,NY,13021,291 - Heart Failure & Shock w MCC,61,92473.12,18837.3,14849.14
330281,New York General Hospital 281,New York,NY,10001,641 - Nutritional & Misc Metabolic Disorders w/o MCC,42,41449.21,10057.08,8996.72
330276,Patchogue General Hospital 276,Patchogue,NY,11772,640 - Nutritional & Misc Metabolic Disorders w MCC,72,102305.94,25818.74,21686.1
330106,Elmira General Hospital 106,Elmira,NY,14901,871 - Septicemia or Severe Sepsis w MCC,56,112692.15,36460.93,32665.79
330103,Schenectady General Hospital 103,Schenectady,NY,12305,391 - G.I. Obstruction w/o CC/MCC,91,28866.5,6977.95,5884.29
330088,Rochester General Hospital 88,Rochester,NY,14607,196 - Simple Pneumonia & Pleurisy w/o CC/MCC,71,87727.25,29578.45,24202.86
330190,Flushing General Hospital 190,Flushing,NY,11354,554 - Medical Back Problems w/o CC/MCC,57,90970.6,21500.1,16565.1
330008,Rochester General Hospital 8,Rochester,NY,14607,469 - Major Joint Replacement w MCC,59,128506.5,31023.65,25100.93
330234,Great Neck General Hospital 234,Great Neck,NY,11021,391 - G.I. Obstruction w/o CC/MCC,41,36463.97,13041.74,12562.59
330289,Syracuse General Hospital 289,Syracuse,NY,13210,390 - G.I. Obstruction w CC,21,100590.23,32188.54,29764.07
330003,Brooklyn General Hospital 3,Brooklyn,NY,11201,640 - Nutritional & Misc Metabolic Disorders w MCC,98,111859.29,39888.29,30529.57
330033,Stony Brook General Hospital 33,Stony Brook,NY,11790,293 - Heart Failure & Shock w/o CC/MCC,71,43261.48,12975.54,9755.47
330217,Riverhead General Hospital 217,Riverhead,NY,11901,689 - Kidney & Urinary Tract Infections w MCC,59,88274.01,28252.63,21337.04
330256,Newburgh General Hospital 256,Newburgh,NY,12550,554 - Medical Back Problems w/o CC/MCC,37,74176.59,26645.11,23543.1
330148,Melville General Hospital 148,Melville,NY,11747,195 - Simple Pneumonia & Pleurisy w CC,97,29051.92,5350.3,4330.99
330166,Albany General Hospital 166,Albany,NY,12208,330 - Major Small & Large Bowel Procedures w CC,61,43761.47,10349.93,8703.7
330225,Watertown General Hospital 225,Watertown,NY,13601,871 - Septicemia or Severe Sepsis w MCC,55,120453.14,27823.73,24167.1
330150,Flushing General Hospital 150,Flushing,NY,11354,603 - Cellulitis w/o MCC,79,43197.1,12927.3,10725.11
330067,Auburn General Hospital 67,Auburn,NY,13021,389 - G.I. Obstruction w MCC,67,72242.31,27895.96,24713.71
330227,Auburn General Hospital 227,Auburn,NY,13021,"281 - Acute Myocardial Infarction, Discharged Alive w CC",86,43042.79,12057.68,9786.15
330063,Schenectady General Hospital 63,Schenectady,NY,12305,684 - Renal Failure w/o CC/MCC,47,75784.44,8112.99,7323.24
330096,Newburgh General Hospital 96,Newburgh,NY,12550,470 - Major Joint Replacement w/o MCC,58,73904.04,24282.49,21403.57
